mode_a_pure_e10_rps,mode_d_route_high_risk_e13_rps,mode_d_delta_rps,mode_e_route_early_risk_e14_rps,mode_e_delta_rps,high_risk_match_count,early_high_risk_match_count
0.199489,0.199561,7.2e-05,0.199489,0.0,709,0
