fixture_id,competition,season,home_team,away_team,scheduled_kickoff,prediction_timestamp,status,v4_p_home,v4_p_draw,v4_p_away,v4_decision,draw_risk_score,draw_risk_tier,draw_risk_label,actual_home_goals,actual_away_goals,actual_result,v4_correct,draw_occurred,draw_risk_detected,is_pending
420592587,Bundesliga,2025/2026,RB Leipzig,Borussia Mönchengladbach,2026-08-29T13:30:00.000000Z,2026-08-24T11:51:20.207460+00:00,NS,0.601,0.196,0.203,H,0.0977,LOW,Low draw vulnerability,,,,,,,True
420592583,Bundesliga,2025/2026,Elversberg,Bayer 04 Leverkusen,2026-08-29T13:30:00.000000Z,2026-08-24T11:51:20.207460+00:00,NS,0.32,0.245,0.435,A,0.4633,MEDIUM,Moderate draw vulnerability,,,,,,,True
420592584,Bundesliga,2025/2026,FC Köln,TSG Hoffenheim,2026-08-29T13:30:00.000000Z,2026-08-24T11:51:20.207460+00:00,NS,0.378,0.261,0.361,H,0.7261,HIGH,High draw vulnerability,,,,,,,True
420592586,Bundesliga,2025/2026,FSV Mainz 05,Paderborn,2026-08-29T13:30:00.000000Z,2026-08-24T11:51:20.207460+00:00,NS,0.485,0.245,0.27,H,0.3273,LOW,Low draw vulnerability,,,,,,,True
420592585,Bundesliga,2025/2026,FC Union Berlin,Eintracht Frankfurt,2026-08-29T13:30:00.000000Z,2026-08-24T11:51:20.207460+00:00,NS,0.371,0.272,0.357,H,0.7633,HIGH,High draw vulnerability,,,,,,,True
420592601,Premier League,2025/2026,Coventry City,Hull City,2026-08-29T14:00:00.000000Z,2026-08-24T11:51:20.207460+00:00,NS,0.422,0.257,0.321,H,0.5196,MEDIUM,Moderate draw vulnerability,,,,,,,True
420592602,Premier League,2025/2026,AFC Bournemouth,Everton,2026-08-29T14:00:00.000000Z,2026-08-24T11:51:20.207460+00:00,NS,0.517,0.231,0.252,H,0.205,LOW,Low draw vulnerability,,,,,,,True
420592841,La Liga,2025/2026,Levante,Real Betis,2026-08-29T15:00:00.000000Z,2026-08-24T11:51:20.207460+00:00,NS,0.416,0.262,0.322,H,0.5445,MEDIUM,Moderate draw vulnerability,,,,,,,True
420592903,Ligue 1,2025/2026,Strasbourg,Lens,2026-08-29T15:15:00.000000Z,2026-08-24T11:51:20.207460+00:00,NS,0.316,0.261,0.423,A,0.5232,MEDIUM,Moderate draw vulnerability,,,,,,,True
420592938,Serie A,2025/2026,Sassuolo,Torino,2026-08-29T16:30:00.000000Z,2026-08-24T11:51:20.207460+00:00,NS,0.401,0.267,0.332,H,0.5951,MEDIUM,Moderate draw vulnerability,,,,,,,True
420592939,Serie A,2025/2026,Monza,Udinese,2026-08-29T16:30:00.000000Z,2026-08-24T11:51:20.207460+00:00,NS,0.293,0.26,0.447,A,0.4534,MEDIUM,Moderate draw vulnerability,,,,,,,True
420592940,Serie A,2025/2026,Fiorentina,Frosinone,2026-08-29T16:30:00.000000Z,2026-08-24T11:51:20.207460+00:00,NS,0.443,0.241,0.316,H,0.3541,LOW,Low draw vulnerability,,,,,,,True
420592941,Premier League,2025/2026,Tottenham Hotspur,Newcastle United,2026-08-29T16:30:00.000000Z,2026-08-24T11:51:20.207460+00:00,NS,0.414,0.269,0.317,H,0.5615,MEDIUM,Moderate draw vulnerability,,,,,,,True
420592944,Bundesliga,2025/2026,Borussia Dortmund,Hamburger SV,2026-08-29T16:30:00.000000Z,2026-08-24T11:51:20.207460+00:00,NS,0.627,0.183,0.19,H,0.065,LOW,Low draw vulnerability,,,,,,,True
420592952,La Liga,2025/2026,Real Sociedad,Espanyol,2026-08-29T17:00:00.000000Z,2026-08-24T11:51:20.207460+00:00,NS,0.463,0.242,0.295,H,0.2987,LOW,Low draw vulnerability,,,,,,,True
420592997,Ligue 1,2025/2026,Lorient,Troyes,2026-08-29T18:45:00.000000Z,2026-08-24T11:51:20.207460+00:00,NS,0.619,0.195,0.186,H,0.0947,LOW,Low draw vulnerability,,,,,,,True
420592999,Ligue 1,2025/2026,Auxerre,Angers SCO,2026-08-29T18:45:00.000000Z,2026-08-24T11:51:20.207460+00:00,NS,0.525,0.245,0.23,H,0.3273,LOW,Low draw vulnerability,,,,,,,True
420592998,Ligue 1,2025/2026,Brest,Toulouse,2026-08-29T18:45:00.000000Z,2026-08-24T11:51:20.207460+00:00,NS,0.397,0.262,0.341,H,0.6735,HIGH,High draw vulnerability,,,,,,,True
420592995,Serie A,2025/2026,Juventus,Parma,2026-08-29T18:45:00.000000Z,2026-08-24T11:51:20.207460+00:00,NS,0.674,0.175,0.152,H,0.065,LOW,Low draw vulnerability,,,,,,,True
420592996,Ligue 1,2025/2026,Olympique Lyonnais,Le Havre,2026-08-29T18:45:00.000000Z,2026-08-24T11:51:20.207460+00:00,NS,0.559,0.207,0.233,H,0.1324,LOW,Low draw vulnerability,,,,,,,True
420593006,La Liga,2025/2026,Sevilla,Atlético de Madrid,2026-08-29T19:30:00.000000Z,2026-08-24T11:51:20.207460+00:00,NS,0.372,0.264,0.365,H,0.7487,HIGH,High draw vulnerability,,,,,,,True
420593587,Premier League,2025/2026,Chelsea,Brighton & Hove Albion,2026-08-30T13:00:00.000000Z,2026-08-24T11:51:20.207460+00:00,NS,0.356,0.26,0.384,A,0.7076,HIGH,High draw vulnerability,,,,,,,True
420593586,Premier League,2025/2026,Leeds United,Brentford,2026-08-30T13:00:00.000000Z,2026-08-24T11:51:20.207460+00:00,NS,0.444,0.26,0.296,H,0.4619,MEDIUM,Moderate draw vulnerability,,,,,,,True
420593585,Premier League,2025/2026,Sunderland,Fulham,2026-08-30T13:00:00.000000Z,2026-08-24T11:51:20.207460+00:00,NS,0.4,0.27,0.33,H,0.6027,MEDIUM,Moderate draw vulnerability,,,,,,,True
420593584,Ligue 1,2025/2026,Paris,Nice,2026-08-30T13:00:00.000000Z,2026-08-24T11:51:20.207460+00:00,NS,0.494,0.252,0.254,H,0.3483,LOW,Low draw vulnerability,,,,,,,True
420593696,Bundesliga,2025/2026,SC Freiburg,Werder Bremen,2026-08-30T13:30:00.000000Z,2026-08-24T11:51:20.207460+00:00,NS,0.485,0.24,0.275,H,0.2329,LOW,Low draw vulnerability,,,,,,,True
420593770,La Liga,2025/2026,Real Madrid,Málaga,2026-08-30T15:00:00.000000Z,2026-08-24T11:51:20.207460+00:00,NS,0.628,0.18,0.192,H,0.065,LOW,Low draw vulnerability,,,,,,,True
420593778,Ligue 1,2025/2026,Rennes,Le Mans,2026-08-30T15:15:00.000000Z,2026-08-24T11:51:20.207460+00:00,NS,0.553,0.207,0.239,H,0.1324,LOW,Low draw vulnerability,,,,,,,True
420593779,Premier League,2025/2026,Manchester United,Ipswich Town,2026-08-30T15:30:00.000000Z,2026-08-24T11:51:20.207460+00:00,NS,0.659,0.168,0.173,H,0.065,LOW,Low draw vulnerability,,,,,,,True
420593780,Bundesliga,2025/2026,FC Augsburg,Schalke 04,2026-08-30T15:30:00.000000Z,2026-08-24T11:51:20.207460+00:00,NS,0.506,0.221,0.273,H,0.1747,LOW,Low draw vulnerability,,,,,,,True
420593795,Serie A,2025/2026,Napoli,Como,2026-08-30T16:30:00.000000Z,2026-08-24T11:51:20.207460+00:00,NS,0.401,0.265,0.333,H,0.5912,MEDIUM,Moderate draw vulnerability,,,,,,,True
420593808,La Liga,2025/2026,Deportivo A Coruña,Valencia,2026-08-30T17:30:00.000000Z,2026-08-24T11:51:20.207460+00:00,NS,0.41,0.268,0.322,H,0.571,MEDIUM,Moderate draw vulnerability,,,,,,,True
420593827,Serie A,2025/2026,Lazio,Genoa,2026-08-30T18:45:00.000000Z,2026-08-24T11:51:20.207460+00:00,NS,0.482,0.251,0.267,H,0.3454,LOW,Low draw vulnerability,,,,,,,True
420593829,Ligue 1,2025/2026,Monaco,Olympique Marseille,2026-08-30T18:45:00.000000Z,2026-08-24T11:51:20.207460+00:00,NS,0.429,0.244,0.327,H,0.479,MEDIUM,Moderate draw vulnerability,,,,,,,True
420593828,Serie A,2025/2026,Cagliari,Inter,2026-08-30T18:45:00.000000Z,2026-08-24T11:51:20.207460+00:00,NS,0.246,0.214,0.539,A,0.154,LOW,Low draw vulnerability,,,,,,,True
420593832,La Liga,2025/2026,Celta de Vigo,Athletic Club,2026-08-30T19:30:00.000000Z,2026-08-24T11:51:20.207460+00:00,NS,0.367,0.266,0.367,A,0.7653,HIGH,High draw vulnerability,,,,,,,True
420599457,Serie A,2025/2026,Lecce,Roma,2026-08-31T16:30:00.000000Z,2026-08-24T11:51:20.207460+00:00,NS,0.23,0.241,0.529,A,0.2353,LOW,Low draw vulnerability,,,,,,,True
420599461,La Liga,2025/2026,Osasuna,Getafe,2026-08-31T17:30:00.000000Z,2026-08-24T11:51:20.207460+00:00,NS,0.446,0.271,0.284,H,0.4743,MEDIUM,Moderate draw vulnerability,,,,,,,True
