model,dataset,accuracy_pct,log_loss,brier_score,macro_f1_pct,home_precision_pct,draw_precision_pct,away_precision_pct,home_recall_pct,draw_recall_pct,away_recall_pct,home_f1_pct,draw_f1_pct,away_f1_pct,mean_ece,home_ece,draw_ece,away_ece,home_goal_mae,away_goal_mae,total_goal_mae,home_goal_rmse,away_goal_rmse,exact_score_accuracy_pct,btts_accuracy_pct,over_25_accuracy_pct,over_15_accuracy_pct,mean_pred_home_goals,mean_actual_home_goals,mean_pred_away_goals,mean_actual_away_goals,mean_pred_total_goals,mean_actual_total_goals
V4.0 Production Baseline,"Untouched Holdout (N=1,751)",51.97,0.9921,0.5907,38.69,54.48,0.0,47.56,78.86,0.0,56.45,64.44,0.0,51.62,0.0266,0.0232,0.0261,0.0306,0.9544,0.8539,1.2972,1.178,1.0731,12.51,53.23,54.31,76.58,1.53,1.537,1.271,1.23,2.801,2.766
