arm,accuracy_pct,correct,total,log_loss,brier_score,rps,macro_f1,draw_precision_pct,draw_recall_pct,draw_f1,draw_ece,ece_by_class,sharpness,mean_entropy,metrics_by_class,mean_probabilities
ARM_A_Pure_E10_Champion,53.12,3762,7082,0.98336,0.585881,0.199489,0.3973,0.0,0.0,0.0,0.0069,"{'H': np.float64(0.02), 'D': np.float64(0.0069), 'A': np.float64(0.021)}",0.5137,0.997,"{'H': {'predicted_count': 4465, 'actual_count': 3097, 'precision_pct': 55.03, 'recall_pct': 79.33, 'f1': 0.6498}, 'D': {'predicted_count': 0, 'actual_count': 1788, 'precision_pct': 0.0, 'recall_pct': 0.0, 'f1': 0.0}, 'A': {'predicted_count': 2617, 'actual_count': 2197, 'precision_pct': 49.87, 'recall_pct': 59.4, 'f1': 0.5422}}","{'H': 0.4271, 'D': 0.2492, 'A': 0.3237}"
ARM_B_E10_Dynamic_Elo,52.84,3742,7082,0.985237,0.587133,0.200056,0.395,0.0,0.0,0.0,0.0082,"{'H': np.float64(0.0138), 'D': np.float64(0.0082), 'A': np.float64(0.0208)}",0.5194,0.9906,"{'H': {'predicted_count': 4468, 'actual_count': 3097, 'precision_pct': 54.81, 'recall_pct': 79.08, 'f1': 0.6475}, 'D': {'predicted_count': 0, 'actual_count': 1788, 'precision_pct': 0.0, 'recall_pct': 0.0, 'f1': 0.0}, 'A': {'predicted_count': 2614, 'actual_count': 2197, 'precision_pct': 49.46, 'recall_pct': 58.85, 'f1': 0.5375}}","{'H': 0.4292, 'D': 0.2472, 'A': 0.3236}"
ARM_C_E10_Dynamic_State_Space_AD,52.95,3750,7082,0.985979,0.587637,0.200265,0.3959,0.0,0.0,0.0,0.007,"{'H': np.float64(0.0153), 'D': np.float64(0.007), 'A': np.float64(0.0212)}",0.5168,0.9933,"{'H': {'predicted_count': 4480, 'actual_count': 3097, 'precision_pct': 54.8, 'recall_pct': 79.27, 'f1': 0.648}, 'D': {'predicted_count': 0, 'actual_count': 1788, 'precision_pct': 0.0, 'recall_pct': 0.0, 'f1': 0.0}, 'A': {'predicted_count': 2602, 'actual_count': 2197, 'precision_pct': 49.77, 'recall_pct': 58.94, 'f1': 0.5397}}","{'H': 0.428, 'D': 0.2478, 'A': 0.3241}"
ARM_D_E10_Hierarchical_Shrinkage,52.87,3744,7082,0.986306,0.587888,0.200378,0.3952,0.0,0.0,0.0,0.0064,"{'H': np.float64(0.0164), 'D': np.float64(0.0064), 'A': np.float64(0.0204)}",0.5178,0.9925,"{'H': {'predicted_count': 4479, 'actual_count': 3097, 'precision_pct': 54.72, 'recall_pct': 79.14, 'f1': 0.647}, 'D': {'predicted_count': 0, 'actual_count': 1788, 'precision_pct': 0.0, 'recall_pct': 0.0, 'f1': 0.0}, 'A': {'predicted_count': 2603, 'actual_count': 2197, 'precision_pct': 49.67, 'recall_pct': 58.85, 'f1': 0.5387}}","{'H': 0.4282, 'D': 0.2475, 'A': 0.3243}"
ARM_E_E10_Season_Transition_Shrinkage,52.95,3750,7082,0.986945,0.588329,0.200588,0.3959,0.0,0.0,0.0,0.0053,"{'H': np.float64(0.0169), 'D': np.float64(0.0053), 'A': np.float64(0.0237)}",0.5144,0.9964,"{'H': {'predicted_count': 4492, 'actual_count': 3097, 'precision_pct': 54.72, 'recall_pct': 79.37, 'f1': 0.6478}, 'D': {'predicted_count': 0, 'actual_count': 1788, 'precision_pct': 0.0, 'recall_pct': 0.0, 'f1': 0.0}, 'A': {'predicted_count': 2590, 'actual_count': 2197, 'precision_pct': 49.88, 'recall_pct': 58.81, 'f1': 0.5398}}","{'H': 0.4277, 'D': 0.2486, 'A': 0.3237}"
ARM_F_E10_Venue_Specific_Latent,52.78,3738,7082,0.985864,0.587488,0.200213,0.3945,0.0,0.0,0.0,0.0068,"{'H': np.float64(0.0135), 'D': np.float64(0.0068), 'A': np.float64(0.0186)}",0.5206,0.9892,"{'H': {'predicted_count': 4481, 'actual_count': 3097, 'precision_pct': 54.7, 'recall_pct': 79.14, 'f1': 0.6469}, 'D': {'predicted_count': 0, 'actual_count': 1788, 'precision_pct': 0.0, 'recall_pct': 0.0, 'f1': 0.0}, 'A': {'predicted_count': 2601, 'actual_count': 2197, 'precision_pct': 49.48, 'recall_pct': 58.58, 'f1': 0.5365}}","{'H': 0.4296, 'D': 0.2465, 'A': 0.3239}"
ARM_G_E10_Uncertainty_Propagation,53.12,3762,7082,0.985595,0.587138,0.200075,0.3973,0.0,0.0,0.0,0.0117,"{'H': np.float64(0.0291), 'D': np.float64(0.0117), 'A': np.float64(0.027)}",0.5043,1.0093,"{'H': {'predicted_count': 4465, 'actual_count': 3097, 'precision_pct': 55.03, 'recall_pct': 79.33, 'f1': 0.6498}, 'D': {'predicted_count': 0, 'actual_count': 1788, 'precision_pct': 0.0, 'recall_pct': 0.0, 'f1': 0.0}, 'A': {'predicted_count': 2617, 'actual_count': 2197, 'precision_pct': 49.87, 'recall_pct': 59.4, 'f1': 0.5422}}","{'H': 0.4244, 'D': 0.2468, 'A': 0.3287}"
ARM_H_E10_Best_Dynamic_Architecture,52.95,3750,7082,0.985314,0.587177,0.200092,0.3957,0.0,0.0,0.0,0.0076,"{'H': np.float64(0.0143), 'D': np.float64(0.0076), 'A': np.float64(0.0203)}",0.5175,0.9927,"{'H': {'predicted_count': 4495, 'actual_count': 3097, 'precision_pct': 54.75, 'recall_pct': 79.46, 'f1': 0.6483}, 'D': {'predicted_count': 0, 'actual_count': 1788, 'precision_pct': 0.0, 'recall_pct': 0.0, 'f1': 0.0}, 'A': {'predicted_count': 2587, 'actual_count': 2197, 'precision_pct': 49.83, 'recall_pct': 58.67, 'f1': 0.5389}}","{'H': 0.4296, 'D': 0.2477, 'A': 0.3227}"
ARM_I_E10_Best_Dynamic_Plus_Uncertainty,52.95,3750,7082,0.987041,0.58815,0.200545,0.3957,0.0,0.0,0.0,0.0127,"{'H': np.float64(0.0236), 'D': np.float64(0.0127), 'A': np.float64(0.0257)}",0.5077,1.0057,"{'H': {'predicted_count': 4495, 'actual_count': 3097, 'precision_pct': 54.75, 'recall_pct': 79.46, 'f1': 0.6483}, 'D': {'predicted_count': 0, 'actual_count': 1788, 'precision_pct': 0.0, 'recall_pct': 0.0, 'f1': 0.0}, 'A': {'predicted_count': 2587, 'actual_count': 2197, 'precision_pct': 49.83, 'recall_pct': 58.67, 'f1': 0.5389}}","{'H': 0.4267, 'D': 0.2455, 'A': 0.3278}"
